name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Willie Clayton,48,0.276,0.284,0.674,0.128,0.182,0.4,2012-13,Charlotte
Chris Braswell,27,0.14300000000000002,0.158,0.696,0.055999999999999994,0.111,0.5,2012-13,Charlotte
Darion Clark,21,0.183,0.171,0.632,0.05,0.125,0.5,2012-13,Charlotte
Terrence Williams,12,0.09,0.171,0.875,0.038,0.059000000000000004,0.5,2012-13,Charlotte
E. Victor Nickerson,10,0.122,0.185,0.833,0.073,0.062,0.25,2012-13,Charlotte
Demario Mayfield,7,0.121,0.152,1,0,0,NA,2012-13,Charlotte
Mike Thorne,7,0.667,0.625,0.833,0.053,0,0,2012-13,Charlotte
JT Thompson,6,0.162,0.087,0.33299999999999996,0,0,NA,2012-13,Charlotte
Pierria Henry,5,0.043,0.049,0.75,0,0,NA,2012-13,Charlotte
Denzel Ingram,3,0.026000000000000002,0.053,1,0.015,0.036000000000000004,1,2012-13,Charlotte
Total,146,0.154,0.175,0.7070000000000001,0.036000000000000004,0.05,0.429,2012-13,Charlotte
