shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.374,0.63,0.084,0.688,2012-13
2pt Jumpers,0.332,0.326,0.079,0.354,2012-13
3pt Shots,0.294,0.35100000000000003,0.004,0.35200000000000004,2012-13
