name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
David Kravish,29,0.21899999999999997,0.203,0.619,0.035,0.032,0.375,2014-15,California
Christian Behrens,15,0.16399999999999998,0.154,0.6,0.106,0.071,0.2,2014-15,California
Tyrone Wallace,15,0.037000000000000005,0.044000000000000004,0.667,0.034,0.055999999999999994,0.625,2014-15,California
Jabari Bird,10,0.14300000000000002,0.138,0.667,0.024,0.062,1,2014-15,California
Kingsley Okoroh,10,0.125,0.125,0.667,0.25,0.25,0.28600000000000003,2014-15,California
Jordan Mathews,5,0.033,0.026000000000000002,0.5,0.01,0.028999999999999998,1,2014-15,California
Dwight Tarwater,4,0.125,0.091,0.5,0.133,0.28600000000000003,1,2014-15,California
MOUTE,3,0.17600000000000002,0,0,0,0,NA,2014-15,California
Cole Welle,2,0.2,1,1,1,NA,0,2014-15,California
Brenden Glapion,1,0,0,NA,0.33299999999999996,NA,0,2014-15,California
Sam Singer,1,0,0,NA,0,0,NA,2014-15,California
Total,95,0.1,0.096,0.593,0.043,0.053,0.457,2014-15,California
