name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tanner Leissner,33,0.204,0.264,0.8,0.012,0.015,0.5,2017-18
Iba Camara,28,0.172,0.149,0.46399999999999997,0,0,NA,2017-18
Jacoby Armstrong,13,0.217,0.233,0.769,0,0,NA,2017-18
Josh Hopkins,8,0.125,0.14300000000000002,0.667,0.094,0.222,0.667,2017-18
Chris Lester,3,0.5,0.6,1,0,0,NA,2017-18
Luke Rosinski,3,0.25,1,0.5,0.25,0,0,2017-18
John Ogwuche,3,0.091,0.158,1,0,0,NA,2017-18
Evan Horn,2,0.11800000000000001,0.2,0.5,0,0,NA,2017-18
Keon Burns,1,1,NA,0,0,0,NA,2017-18
Jordan Reed,1,0.036000000000000004,0,0,0,0,NA,2017-18
Elijah Jordan,1,0.021,0,0,0,0,NA,2017-18
Darryl Stewart,1,0,0,NA,0,0,NA,2017-18
David Watkins,1,0.2,0.25,1,0,0,NA,2017-18
Total,98,0.159,0.19,0.659,0.013000000000000001,0.018000000000000002,0.5,2017-18
