name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Du'Vaughn Maxwell,38,0.19899999999999998,0.19,0.647,0.026000000000000002,0,0,2013-14,Hampton
Dwight Meikle,19,0.265,0.19399999999999998,0.462,0.08,0.09699999999999999,0.5,2013-14,Hampton
Ke'Ron Brown,17,0.2,0.212,0.467,0.067,0,0,2013-14,Hampton
Jervon Pressley,15,0.174,0.196,0.6,0,0,NA,2013-14,Hampton
Emmanuel Okoroba,13,0.141,0.083,0.25,0.019,0,0,2013-14,Hampton
Ramon Mercado,6,0.2,0.231,0.6,0,0,NA,2013-14,Hampton
Brian Darden,4,0.1,0.1,0.5,0,0,NA,2013-14,Hampton
Deron Powers,4,0.016,0,0,0.012,0,0,2013-14,Hampton
Lawrence Cooks,3,0.064,0.055999999999999994,0.33299999999999996,0,0,NA,2013-14,Hampton
Breon Key,3,0.111,0.16699999999999998,1,0,0,NA,2013-14,Hampton
Miles Jackson,1,0.33299999999999996,0,0,0,0,NA,2013-14,Hampton
Reggie Price,1,0.5,0.5,1,0,0,NA,2013-14,Hampton
"DIONTE,ADAMS",1,0.25,1,1,0,0,NA,2013-14,Hampton
Dionte Adams,1,0.25,0,0,0,NA,NA,2013-14,Hampton
Total,126,0.14800000000000002,0.149,0.527,0.027999999999999997,0.016,0.214,2013-14,Hampton
