shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.42700000000000005,0.5670000000000001,0.095,0.626,2015-16,UTRGV
2pt Jumpers,0.256,0.402,0.028999999999999998,0.414,2015-16,UTRGV
3pt Shots,0.317,0.344,0,0.344,2015-16,UTRGV
