start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.11599999999999999,0.449,0.348,0.615,0.225,0.262,0.428,0.275,2016-17
"Rebound, 11-30 s",0.228,0.473,0.248,0.5710000000000001,0.373,0.39399999999999996,0.379,0.324,2016-17
"Score, 0-10 s",0.054000000000000006,0.517,0.379,0.667,0.184,0.5,0.43700000000000006,0.263,2016-17
"Score, 11-30 s",0.381,0.48,0.249,0.575,0.41100000000000003,0.375,0.34,0.359,2016-17
"Steal, 0-10 s",0.059000000000000004,0.495,0.621,0.5760000000000001,0.179,0.235,0.2,0.316,2016-17
"Steal, 11-30 s",0.022000000000000002,0.486,0.25,0.33299999999999996,0.41700000000000004,0.467,0.33299999999999996,0.41700000000000004,2016-17
Transition,0.22899999999999998,0.47700000000000004,0.425,0.611,0.203,0.307,0.371,0.27699999999999997,2016-17
