shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.308,0.581,0.109,0.652,2016-17,CalSt.Fullerton
2pt Jumpers,0.342,0.374,0.08800000000000001,0.41,2016-17,CalSt.Fullerton
3pt Shots,0.35100000000000003,0.331,0.002,0.332,2016-17,CalSt.Fullerton
