name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Evan Wieck,14,0.09699999999999999,0.11699999999999999,0.7859999999999999,0,0,NA,2019-20,Navy
Greg Summers,10,0.053,0.055999999999999994,0.5710000000000001,0.039,0.083,0.5,2019-20,Navy
Tyler Nelson,8,0.217,0.35700000000000004,1,0.115,0.1,0.33299999999999996,2019-20,Navy
Alec Loehr,5,0.294,0.3,0.6,0,NA,NA,2019-20,Navy
Carter John,5,0.1,0.048,0.25,0.013999999999999999,0.04,1,2019-20,Navy
Luke Loehr,5,0.121,0.222,1,0,0,NA,2019-20,Navy
Daniel Deaver,4,0.1,0.231,1,0.067,0,0,2019-20,Navy
Cam Davis,3,0.017,0.038,1,0.012,0,0,2019-20,Navy
Dave Kasanganay,2,0.133,0.16699999999999998,0.5,0,0,NA,2019-20,Navy
Sean Yoder,2,0.1,0.083,0.5,0,0,NA,2019-20,Navy
Richard Njoku,2,0.095,0.16699999999999998,1,0,0,NA,2019-20,Navy
Patrick Dorsey,1,1,NA,0,0,0,NA,2019-20,Navy
Jaylen Walker,1,0.25,0.5,1,0,NA,NA,2019-20,Navy
Total,62,0.095,0.12300000000000001,0.725,0.019,0.017,0.33299999999999996,2019-20,Navy
