name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Dejan Kravic,37,0.226,0.187,0.5,0.087,0.095,0.444,2012-13
Jordan Tolbert,34,0.23800000000000002,0.226,0.677,0.036000000000000004,0,0,2012-13
Jaye Crockett,27,0.209,0.172,0.625,0.022000000000000002,0.034,0.5,2012-13
Toddrick Gotcher,5,0.185,0.214,0.6,0,0,NA,2012-13
Kader Tapsoba,4,0.25,0.25,1,0,0,NA,2012-13
Josh Gray,3,0.023,0.028999999999999998,0.667,0,0,NA,2012-13
Clark Lammert,3,0.33299999999999996,0.5,0.33299999999999996,0,NA,NA,2012-13
Ty Nurse,2,0.33299999999999996,0.25,0.5,0,0,NA,2012-13
Daylen Robinson,2,0.045,0,0,0.021,0.071,1,2012-13
Jamal Williams,1,0,0,NA,0,0,NA,2012-13
Total,118,0.153,0.152,0.604,0.027999999999999997,0.035,0.4,2012-13
