name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jaron Blossomgame,30,0.16899999999999998,0.14,0.519,0.028999999999999998,0.027000000000000003,0.33299999999999996,2015-16,Clemson
Landry Nnoko,22,0.184,0.233,0.81,0.022000000000000002,0,0,2015-16,Clemson
Sidy Djitte,18,0.239,0.239,0.647,0.059000000000000004,0.16699999999999998,1,2015-16,Clemson
Donte Grantham,11,0.157,0.19399999999999998,0.636,0,0,NA,2015-16,Clemson
Jordan Roper,5,0.055,0.083,0.667,0.026000000000000002,0,0,2015-16,Clemson
Gabe DeVoe,4,0.094,0.188,1,0.043,0.111,1,2015-16,Clemson
Josh Smith,3,0.375,0.33299999999999996,0.33299999999999996,0,NA,NA,2015-16,Clemson
Avry Holmes,1,0.016,0,0,0,0,NA,2015-16,Clemson
Legend Robertin,1,0.25,0.5,1,0,NA,NA,2015-16,Clemson
Total,95,0.15,0.17,0.644,0.023,0.026000000000000002,0.375,2015-16,Clemson
