shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.28600000000000003,0.47100000000000003,0.14300000000000002,0.55,2016-17
2pt Jumpers,0.313,0.33399999999999996,0.071,0.359,2016-17
3pt Shots,0.401,0.313,0.008,0.315,2016-17
