name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kevon Looney,54,0.287,0.32,0.688,0.059000000000000004,0.038,0.16699999999999998,2014-15,UCLA
Tony Parker,44,0.2,0.2,0.629,0.08900000000000001,0.1,0.444,2014-15,UCLA
Thomas Welsh,18,0.29600000000000004,0.29,0.562,0.026000000000000002,0,0,2014-15,UCLA
Isaac Hamilton,10,0.071,0.049,0.4,0.042,0.077,0.6,2014-15,UCLA
Norman Powell,10,0.035,0.031,0.5,0.017,0.023,0.5,2014-15,UCLA
Noah Allen,8,0.42100000000000004,0.33299999999999996,0.375,0,0,NA,2014-15,UCLA
Wanaah Bail,6,0.33299999999999996,0.429,0.6,0.33299999999999996,NA,0,2014-15,UCLA
Bryce Alford,2,0,0,NA,0.008,0.02,1,2014-15,UCLA
Nick Kazemi,1,1,NA,0,0,NA,NA,2014-15,UCLA
Gyorgy Goloman,1,0.1,0,0,0,0,NA,2014-15,UCLA
Total,154,0.158,0.163,0.598,0.038,0.042,0.385,2014-15,UCLA
