shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.376,0.615,0.087,0.674,2014-15
2pt Jumpers,0.306,0.37799999999999995,0.063,0.40299999999999997,2014-15
3pt Shots,0.317,0.345,0.016,0.35,2014-15
