name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Malik Jefferson,20,0.25,0.237,0.529,0.14300000000000002,0.125,0.33299999999999996,2018-19
Collin Nnamene,9,0.381,0.5,0.625,0.14300000000000002,0.25,1,2018-19
Nana Opoku,7,0.24100000000000002,0.263,0.7140000000000001,0,0,NA,2018-19
Jalen Gibbs,5,0.035,0.021,0.33299999999999996,0.062,0.077,0.5,2018-19
Omar Habwe,3,0.1,0.16699999999999998,0.667,0,0,NA,2018-19
Dee Barnes,2,0.053,0.077,1,0.091,0,0,2018-19
Jalen Jefferson,1,0.5,1,1,NA,NA,NA,2018-19
CHONG,1,0.077,0.1,1,0,0,NA,2018-19
Vado Morse,1,0.027000000000000003,0,0,0,0,NA,2018-19
Ace Stallings,1,0,0,NA,0.33299999999999996,0.5,1,2018-19
Total,50,0.12300000000000001,0.134,0.595,0.044000000000000004,0.062,0.5,2018-19
