shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.39299999999999996,0.541,0.111,0.609,2012-13
2pt Jumpers,0.258,0.315,0.067,0.33799999999999997,2012-13
3pt Shots,0.349,0.33299999999999996,0.011000000000000001,0.336,2012-13
