name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Deion Holmes,18,0.09,0.1,0.688,0.015,0.042,1,2017-18
Avery Diggs,16,0.28600000000000003,0.308,0.75,0,0,NA,2017-18
Thomas Booker,13,0.25,0.273,0.5,0.135,0.1,0.28600000000000003,2017-18
Malik Moore,12,0.07,0.098,0.9,0.028999999999999998,0,0,2017-18
Ramel Thompkins,8,0.368,0.462,0.857,0,0,NA,2017-18
Mike Cunningham,7,0.15,0.25,0.667,0,0,NA,2017-18
Isaiah Anderson,7,0.135,0.174,0.8,0.07400000000000001,0.1,0.5,2017-18
Carson Smith,2,0.03,0,0,0.028999999999999998,0,0,2017-18
Jure Span,1,0.016,0,0,0,0,NA,2017-18
Total,84,0.115,0.135,0.721,0.026000000000000002,0.021,0.308,2017-18
