shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.406,0.546,0.083,0.595,2014-15,NewHampshire
2pt Jumpers,0.265,0.304,0.023,0.311,2014-15,NewHampshire
3pt Shots,0.33,0.307,0.005,0.309,2014-15,NewHampshire
