name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Patrick Williams,17,0.188,0.245,0.812,0.013999999999999999,0,0,2019-20,FloridaSt.
Malik Osborne,15,0.19,0.158,0.5,0.091,0.083,0.33299999999999996,2019-20,FloridaSt.
Balsa Koprivica,14,0.222,0.209,0.75,0.105,0.125,0.5,2019-20,FloridaSt.
Devin Vassell,10,0.111,0.12,0.75,0.017,0.02,0.5,2019-20,FloridaSt.
Anthony Polite,8,0.125,0.111,0.6,0.158,0,0,2019-20,FloridaSt.
RaiQuan Gray,7,0.085,0.10300000000000001,0.667,0.027999999999999997,0,0,2019-20,FloridaSt.
Dominik Olejniczak,6,0.162,0.16,0.667,0,0,NA,2019-20,FloridaSt.
Trent Forrest,5,0.034,0.055999999999999994,1,0.009000000000000001,0,0,2019-20,FloridaSt.
Harrison Prieto,3,0.429,0.5,0.667,NA,NA,NA,2019-20,FloridaSt.
Wyatt Wilkes,1,0,0,NA,0.077,0,0,2019-20,FloridaSt.
RayQuan Evans,1,0.043,0.071,1,0,0,NA,2019-20,FloridaSt.
Total,87,0.11599999999999999,0.132,0.7120000000000001,0.025,0.013999999999999999,0.214,2019-20,FloridaSt.
