name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Dan Trist,33,0.131,0.145,0.7829999999999999,0.045,0.027999999999999997,0.3,2014-15,Lafayette
Seth Hinrichs,16,0.067,0.023,0.2,0.094,0.138,0.8,2014-15,Lafayette
Matt Klinewski,13,0.16699999999999998,0.04,0.14300000000000002,0.14,0.133,0.33299999999999996,2014-15,Lafayette
Monty Boykins,4,0.081,0.059000000000000004,0.33299999999999996,0.03,0,0,2014-15,Lafayette
Michael Hoffman,3,0.2,0.16699999999999998,0.5,0.055999999999999994,0,0,2014-15,Lafayette
Zach Rufer,3,0,0,NA,0.154,0.5,1,2014-15,Lafayette
Ben Freeland,2,0.1,0,0,0.14300000000000002,0,0,2014-15,Lafayette
Bryce Scott,2,0.040999999999999995,0.069,1,0,0,NA,2014-15,Lafayette
Eric Stafford,1,0.25,0,0,0,0,NA,2014-15,Lafayette
Joey Ptasinski,1,0,0,NA,0.038,0,0,2014-15,Lafayette
Nathaniel Musters,1,0.5,0.5,1,0,0,NA,2014-15,Lafayette
Total,79,0.078,0.07,0.556,0.055,0.059000000000000004,0.469,2014-15,Lafayette
