shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.332,0.58,0.121,0.66,2015-16,Xavier
2pt Jumpers,0.263,0.36700000000000005,0.032,0.379,2015-16,Xavier
3pt Shots,0.405,0.311,0.002,0.312,2015-16,Xavier
