name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Renado Parker,23,0.133,0.128,0.5,0.07,0.10099999999999999,0.615,2012-13
Aaron Moore,15,0.061,0.043,0.5,0.055999999999999994,0.07400000000000001,0.636,2012-13
Michael Harvey,10,0.258,0.14300000000000002,0.375,0.065,0.182,1,2012-13
Dre Winston,6,0.022000000000000002,0,0,0.086,0.053,0.2,2012-13
Brandon Cataldo,5,0.222,0.16699999999999998,0.5,0.091,0.055999999999999994,0.33299999999999996,2012-13
Martin Whitmore,3,0,0,NA,0.273,0.33299999999999996,0.667,2012-13
Marcus Hall,3,0.125,0.16699999999999998,1,0.667,NA,0,2012-13
Lamont Prosser,2,0.14300000000000002,0.14300000000000002,1,0.055999999999999994,0,0,2012-13
Michael Harthun,1,0,0,NA,0.01,0,0,2012-13
Gary Winston,1,0,0,NA,0.011000000000000001,0.032,1,2012-13
Total,69,0.08,0.061,0.48100000000000004,0.052000000000000005,0.065,0.524,2012-13
