shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.266,0.6729999999999999,0.046,0.706,2012-13,PortlandSt.
2pt Jumpers,0.433,0.445,0.068,0.478,2012-13,PortlandSt.
3pt Shots,0.3,0.373,0.002,0.374,2012-13,PortlandSt.
