name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Andrew Fleming,19,0.14300000000000002,0.16899999999999998,0.667,0.01,0,0,2016-17
Vincent Eze,15,0.151,0.17,0.615,0.03,0.045,0.5,2016-17
Marko Pirovic,9,0.14800000000000002,0.11800000000000001,0.444,0,0,NA,2016-17
Wesley Myers,8,0.031,0.023,0.4,0.009000000000000001,0,0,2016-17
Ilija Stojiljkovic,6,0.152,0.158,0.6,0.125,0,0,2016-17
Ilker Er,4,0.2,0.16699999999999998,0.25,0,0,NA,2016-17
Danny Evans,3,0.071,0.133,1,0.077,0,0,2016-17
Ryan Bernstein,3,0.026000000000000002,0,0,0.028999999999999998,0,0,2016-17
Austin Howard,1,0.024,0.071,1,0,0,NA,2016-17
Jaquan McKennon,1,0,0,NA,0.027999999999999997,0.067,1,2016-17
Garvey Melmed,1,0.5,0.5,1,0,NA,NA,2016-17
Total,70,0.09,0.099,0.5760000000000001,0.015,0.01,0.25,2016-17
