shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.389,0.515,0.133,0.594,2016-17,Buffalo
2pt Jumpers,0.261,0.354,0.044000000000000004,0.37,2016-17,Buffalo
3pt Shots,0.35,0.348,0.01,0.35100000000000003,2016-17,Buffalo
