name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jerome Hill,29,0.23199999999999998,0.281,0.727,0.19399999999999998,0.2,0.28600000000000003,2012-13
Donta Harper,16,0.102,0.094,0.615,0.017,0,0,2012-13
Onzie Branch,10,0.133,0.031,0.125,0.054000000000000006,0.111,0.5,2012-13
Kevin Hartley,7,0.132,0.19,0.8,0.032,0.067,1,2012-13
Tashan Newsome,6,0.078,0.08900000000000001,0.8,0,0,NA,2012-13
Mike Byron,6,0.182,0.16699999999999998,0.5,0.125,0,0,2012-13
Corey Hensley,4,0.1,0.091,0.667,0.028999999999999998,0.091,1,2012-13
Adam Sweeney,2,0.5,1,1,0.5,NA,0,2012-13
Max Landis,1,0.038,0.062,1,0,0,NA,2012-13
Isaiah Ivey,1,0.33299999999999996,0.5,1,0,0,NA,2012-13
Tyler Strange,1,0.019,0.036000000000000004,1,0,0,NA,2012-13
Total,83,0.11699999999999999,0.122,0.6409999999999999,0.027999999999999997,0.025,0.294,2012-13
