name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Brad Greene,29,0.17800000000000002,0.156,0.556,0.096,0.1,0.545,2019-20
Collin Welp,22,0.136,0.16699999999999998,0.75,0.063,0.076,0.5,2019-20
Tommy Rutherford,21,0.16699999999999998,0.136,0.647,0.051,0.047,0.5,2019-20
Austin Johnson,14,0.267,0.273,0.75,0.07400000000000001,0,0,2019-20
Edgar John,11,0.098,0.121,0.8,0.086,0.07400000000000001,0.33299999999999996,2019-20
Dean Keeler,8,0.8,0.8,0.5,0,0,NA,2019-20
Eyassu Worku,4,0.022000000000000002,0.040999999999999995,1,0.015,0.02,0.5,2019-20
Evan Leonard,3,0.03,0.05,1,0,0,NA,2019-20
Aiden Krause,1,0.032,0.05,1,0,0,NA,2019-20
Total,113,0.124,0.131,0.675,0.05,0.054000000000000006,0.457,2019-20
