name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Leslee Smith,28,0.222,0.22,0.688,0.214,0.353,0.5,2013-14
Walter Pitchford,17,0.289,0.214,0.545,0.085,0.065,0.33299999999999996,2013-14
Shavon Shields,12,0.051,0.027999999999999997,0.33299999999999996,0.05,0.071,0.5,2013-14
David Rivers,10,0.278,0.364,0.8,0.139,0.2,0.6,2013-14
Terran Petteway,7,0.032,0.04,0.75,0.019,0.051,1,2013-14
Deverell Biggs,3,0.044000000000000004,0.036000000000000004,0.5,0.018000000000000002,0,0,2013-14
Tai Webster,2,0.040999999999999995,0.083,1,0,0,NA,2013-14
Mike Peltz,1,1,NA,0,0,NA,NA,2013-14
Ray Gallegos,1,0.053,0,0,0,0,NA,2013-14
Total,81,0.092,0.09,0.604,0.055,0.081,0.515,2013-14
