start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.11900000000000001,0.48700000000000004,0.387,0.568,0.262,0.36,0.35100000000000003,0.32799999999999996,2017-18
"Rebound, 11-30 s",0.221,0.428,0.198,0.5429999999999999,0.424,0.287,0.379,0.35100000000000003,2017-18
"Opp score, 0-10 s",0.057,0.495,0.253,0.609,0.209,0.368,0.5379999999999999,0.327,2017-18
"Opp score, 11-30 s",0.363,0.452,0.165,0.625,0.424,0.308,0.41200000000000003,0.354,2017-18
"Steal, 0-10 s",0.059000000000000004,0.526,0.5579999999999999,0.679,0.158,0.33299999999999996,0.284,0.222,2017-18
"Steal, 11-30 s",0.022000000000000002,0.41700000000000004,0.16699999999999998,0.33299999999999996,0.278,0.4,0.556,0.3,2017-18
Transition,0.235,0.499,0.39799999999999996,0.613,0.223,0.35700000000000004,0.379,0.308,2017-18
