shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.37200000000000005,0.62,0.11199999999999999,0.698,2019-20
2pt Jumpers,0.245,0.39,0.069,0.42,2019-20
3pt Shots,0.38299999999999995,0.3,0.004,0.302,2019-20
