name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
K.J. Jackson,377,0.49499999999999994,0.46,0.485,0.525,0.16699999999999998,0.125,0.27699999999999997,0.077,0.39,0.293,0.767,0.3,0.6990000000000001,2018-19
Joe Sherburne,368,0.5770000000000001,0.552,0.28300000000000003,0.606,0.381,0.304,0.473,0.321,0.413,0.382,0.879,0.155,0.877,2018-19
Arkel Lamar,282,0.464,0.445,0.248,0.6,0.19,0.273,0.325,0.2,0.479,0.289,0.897,0.245,0.594,2018-19
Brandon Horvath,187,0.519,0.457,0.48100000000000004,0.578,0.6920000000000001,0.11800000000000001,0.091,0.5,0.401,0.28,1,0.647,0.6859999999999999,2018-19
Ricky Council,153,0.5650000000000001,0.5329999999999999,0.098,0.6,0.556,0.111,0.294,0.2,0.7909999999999999,0.37200000000000005,0.956,0.196,0.867,2018-19
Jose Placer,138,0.586,0.5579999999999999,0.304,0.667,0.214,0.23199999999999998,0.594,0.21100000000000002,0.46399999999999997,0.312,0.9,0.225,0.8059999999999999,2018-19
R.J. Eytle-Rock,132,0.502,0.451,0.447,0.508,0.4,0.242,0.312,0.3,0.311,0.317,0.9229999999999999,0.326,0.7909999999999999,2018-19
Max Curran,60,0.525,0.49200000000000005,0.41700000000000004,0.8,0.65,0.15,0.222,0.5,0.433,0.192,1,0.5,0.633,2018-19
Sam Schwietz,39,0.6649999999999999,0.6920000000000001,0.897,0.7140000000000001,0.88,0.077,0.667,1,0.026000000000000002,0,NA,0.615,0.542,2018-19
Daniel Akin,37,0.517,0.541,0.892,0.5760000000000001,0.526,0.10800000000000001,0.25,0,0,NA,NA,0.757,0.429,2018-19
Nolan Gerrity,24,0.4320000000000001,0.45799999999999996,0.833,0.45,0.889,0.16699999999999998,0.5,0,0,NA,NA,0.33299999999999996,0.25,2018-19
Josh Rosario,15,0.385,0.33299999999999996,0.33299999999999996,0.4,0,0.067,0,NA,0.6,0.222,1,0.267,0.75,2018-19
Jack Schwietz,13,0.538,0.5,0.385,0.4,0.5,0.154,0,NA,0.462,0.5,1,0.154,1,2018-19
Isaiah Rogers,3,0.8330000000000001,0.833,0.33299999999999996,1,1,0,NA,NA,0.667,0.5,1,0,NA,2018-19
Total,1893,0.53,0.502,0.379,0.591,0.382,0.19399999999999998,0.36700000000000005,0.259,0.426,0.32299999999999995,0.858,0.302,0.691,2018-19
