shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.34299999999999997,0.55,0.135,0.635,2016-17,SaintPeter's
2pt Jumpers,0.245,0.39,0.03,0.40299999999999997,2016-17,SaintPeter's
3pt Shots,0.41100000000000003,0.319,0.006,0.321,2016-17,SaintPeter's
