shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.32799999999999996,0.599,0.081,0.6509999999999999,2015-16,Montana
2pt Jumpers,0.307,0.375,0.055999999999999994,0.397,2015-16,Montana
3pt Shots,0.365,0.322,0.011000000000000001,0.326,2015-16,Montana
