name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Juan Anderson,30,0.248,0.20800000000000002,0.5329999999999999,0,0,NA,2014-15
Luke Fischer,21,0.196,0.10400000000000001,0.4,0.013999999999999999,0,0,2014-15
Steve Taylor,20,0.2,0.131,0.42100000000000004,0.025,0,0,2014-15
Derrick Wilson,10,0.10800000000000001,0.146,0.857,0.033,0.055999999999999994,0.5,2014-15
Matt Carlino,7,0.062,0.042,0.33299999999999996,0.013999999999999999,0,0,2014-15
Jajuan Johnson,7,0.077,0.047,0.4,0.011000000000000001,0,0,2014-15
Duane Wilson,5,0.053,0.061,0.6,0,0,NA,2014-15
Deonte Burton,2,0.111,0.111,0.5,0,0,NA,2014-15
Michael Mache,1,0.5,1,1,NA,NA,NA,2014-15
III Cohen,1,0.043,0.091,1,0,0,NA,2014-15
Total,104,0.147,0.12,0.505,0.013000000000000001,0.006999999999999999,0.16699999999999998,2014-15
