name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Deyonta Davis,41,0.311,0.264,0.605,0.039,0,0,2015-16
Matt Costello,30,0.162,0.111,0.48,0.049,0.026000000000000002,0.2,2015-16
Clark Marvin,9,0.209,0.111,0.33299999999999996,0,0,NA,2015-16
Gavin Schilling,8,0.17,0.077,0.25,0,0,NA,2015-16
Eron Harris,8,0.09300000000000001,0.059000000000000004,0.28600000000000003,0.013000000000000001,0.032,1,2015-16
Javon Bess,8,0.133,0.083,0.33299999999999996,0.111,0,0,2015-16
Denzel Valentine,4,0.027000000000000003,0.045,1,0.006999999999999999,0,0,2015-16
Kyle Ahrens,3,0.33299999999999996,0.5,1,0,NA,NA,2015-16
Alvin Ellis III,3,0.13,0.16699999999999998,0.667,0,0,NA,2015-16
Kenny Goins,3,0.188,0.16699999999999998,0.667,0,0,NA,2015-16
Colby Wollenman,3,0.11800000000000001,0.083,0.5,0.14300000000000002,0,0,2015-16
Matt McQuaid,2,0.087,0.083,0.5,0,0,NA,2015-16
Bryn Forbes,1,0.034,0,0,0,0,NA,2015-16
Total,123,0.151,0.124,0.505,0.021,0.008,0.154,2015-16
