shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.341,0.496,0.183,0.606,2015-16,MichiganSt.
2pt Jumpers,0.33399999999999996,0.337,0.066,0.361,2015-16,MichiganSt.
3pt Shots,0.325,0.31,0.009000000000000001,0.313,2015-16,MichiganSt.
