name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Brandon Hayman,17,0.259,0.265,0.643,0.14300000000000002,0.16699999999999998,0.33299999999999996,2011-12,Samford
Tyler Hood,15,0.131,0.149,0.7859999999999999,0.042,0.111,1,2011-12,Samford
Raijon Kelly,11,0.11800000000000001,0.135,0.833,0.06,0.10800000000000001,0.8,2011-12,Samford
Matthew Friday,11,0.192,0.171,0.6,0.062,0.125,1,2011-12,Samford
Drew Windler,10,0.092,0.071,0.5,0.017,0,0,2011-12,Samford
Will Cook,9,0.17300000000000001,0.172,0.556,0,0,NA,2011-12,Samford
Jeffrey Merritt,7,0.066,0.106,1,0.033,0,0,2011-12,Samford
Devin McNeil,2,0,0,NA,0.05,0,0,2011-12,Samford
John Peterson,1,0.091,0,0,0,0,NA,2011-12,Samford
Total,83,0.125,0.133,0.672,0.042,0.055,0.5,2011-12,Samford
