shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.384,0.486,0.198,0.606,2013-14,GreenBay
2pt Jumpers,0.285,0.35700000000000004,0.146,0.418,2013-14,GreenBay
3pt Shots,0.331,0.319,0.024,0.326,2013-14,GreenBay
