name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Gabas Maldunas,15,0.11599999999999999,0.14300000000000002,0.727,0.091,0.059000000000000004,0.25,2013-14,Dartmouth
Connor Boehm,11,0.114,0.153,0.9,0.006999999999999999,0,0,2013-14,Dartmouth
John Golden,9,0.106,0.136,0.857,0.03,0.042,0.5,2013-14,Dartmouth
Cole Harrison,6,0.75,0.5,0.33299999999999996,0.3,1,1,2013-14,Dartmouth
Wesley Dickinson,5,0.21100000000000002,0.222,0.5,0.067,0,0,2013-14,Dartmouth
Tyler Melville,4,0.048,0.094,1,0.015,0.067,1,2013-14,Dartmouth
Brandon McDonnell,4,0.043,0.05,1,0.059000000000000004,0,0,2013-14,Dartmouth
Matt Rennie,4,0.235,0.33299999999999996,0.75,0,0,NA,2013-14,Dartmouth
Tommy Carpenter,3,0.16699999999999998,0.154,0.667,0,0,NA,2013-14,Dartmouth
Kevin Crescenzi,3,0.042,0.071,1,0.038,0.053,0.5,2013-14,Dartmouth
Ikemefuna Ngwudo,1,0.5,0,0,0,NA,NA,2013-14,Dartmouth
Alex Mitola,1,0,0,NA,0,0,NA,2013-14,Dartmouth
Mike Fleming,1,0.2,0,0,0,0,NA,2013-14,Dartmouth
Eli Harrison,1,0,0,NA,0,0,NA,2013-14,Dartmouth
Total,68,0.102,0.125,0.735,0.03,0.033,0.41200000000000003,2013-14,Dartmouth
