name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Marvin Jean-Pierre,24,0.17,0.174,0.632,0.067,0.086,0.6,2017-18
Travis Munnings,16,0.122,0.138,0.75,0,0,NA,2017-18
Kiir Deng,12,0.41700000000000004,0.25,0.3,0.667,1,1,2017-18
Sam McDaniel,7,0.083,0.061,0.5,0.02,0.019,0.33299999999999996,2017-18
Sam Alabakis,7,0.122,0.09699999999999999,0.5,0.055999999999999994,0.14300000000000002,1,2017-18
Michael Ertel,6,0.033,0.054000000000000006,1,0.038,0.022000000000000002,0.25,2017-18
Roderick Taylor,4,0.16699999999999998,0.125,0.5,0.16699999999999998,0,0,2017-18
Jordon Harris,3,0.028999999999999998,0.028999999999999998,0.5,0.017,0.053,1,2017-18
Brandon Newman,2,0.053,0,0,0.1,0,0,2017-18
Total,81,0.115,0.111,0.581,0.036000000000000004,0.045,0.474,2017-18
