shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.373,0.623,0.07,0.67,2018-19
2pt Jumpers,0.22699999999999998,0.376,0.03,0.387,2018-19
3pt Shots,0.39899999999999997,0.33799999999999997,0.006999999999999999,0.34,2018-19
