name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Juvonte Reddic,31,0.168,0.185,0.7390000000000001,0.053,0.053,0.375,2011-12
D.J. Haley,30,0.385,0.325,0.52,0.135,0.182,0.4,2011-12
Treveon Graham,15,0.133,0.026000000000000002,0.1,0.114,0.2,0.5,2011-12
Bradford Burgess,13,0.156,0.09699999999999999,0.3,0.019,0.032,0.5,2011-12
Briante Weber,10,0.163,0.20800000000000002,0.7140000000000001,0.045,0.037000000000000005,0.33299999999999996,2011-12
Troy Daniels,7,0.368,0.16699999999999998,0.14300000000000002,0,0,NA,2011-12
Rob Brandenberg,6,0.02,0.019,0.5,0.043,0.062,0.33299999999999996,2011-12
Darius Theus,4,0.028999999999999998,0.026000000000000002,0.5,0,0,NA,2011-12
Heath Houston,2,0.5,0.667,1,0,NA,NA,2011-12
David Hinton,1,0.25,1,1,0,0,NA,2011-12
Total,119,0.13699999999999998,0.12300000000000001,0.505,0.044000000000000004,0.051,0.4,2011-12
