start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.121,0.49,0.281,0.61,0.233,0.38799999999999996,0.486,0.314,2017-18
"Rebound, 11-30 s",0.23199999999999998,0.446,0.20800000000000002,0.488,0.374,0.285,0.418,0.379,2017-18
"Score, 0-10 s",0.057,0.424,0.212,0.619,0.253,0.32,0.535,0.264,2017-18
"Score, 11-30 s",0.389,0.45299999999999996,0.22,0.564,0.38799999999999996,0.34,0.392,0.336,2017-18
"Steal, 0-10 s",0.054000000000000006,0.649,0.606,0.7020000000000001,0.17,0.375,0.223,0.47600000000000003,2017-18
"Steal, 11-30 s",0.024,0.46399999999999997,0.19,0.75,0.452,0.474,0.35700000000000004,0.2,2017-18
Transition,0.23199999999999998,0.511,0.34,0.65,0.223,0.36700000000000005,0.43700000000000006,0.318,2017-18
