shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.319,0.619,0.08800000000000001,0.679,2013-14,Duquesne
2pt Jumpers,0.289,0.36,0.065,0.384,2013-14,Duquesne
3pt Shots,0.392,0.39299999999999996,0.004,0.395,2013-14,Duquesne
