name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Josh Nebo,27,0.16,0.168,0.792,0.065,0,0,2019-20
Emanuel Miller,17,0.14800000000000002,0.163,0.615,0.077,0,0,2019-20
Savion Flagg,15,0.16699999999999998,0.2,0.727,0.06,0.095,0.5,2019-20
Jonathan Aku,7,0.368,0.556,0.7140000000000001,0,0,NA,2019-20
Yavuz Gultekin,4,0.25,0.33299999999999996,0.75,0,0,NA,2019-20
Quenton Jackson,2,0.013999999999999999,0.023,1,0,0,NA,2019-20
Jay Jay Chandler,2,0,0,NA,0.07400000000000001,0,0,2019-20
Wendell Mitchell,1,0,0,NA,0,0,NA,2019-20
Andre Gordon,1,0.023,0,0,0,0,NA,2019-20
Total,76,0.11199999999999999,0.134,0.721,0.034,0.017,0.154,2019-20
