name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Stacy Davis,30,0.203,0.254,0.708,0.036000000000000004,0.016,0.16699999999999998,2012-13
Jett Raines,20,0.222,0.21600000000000003,0.688,0.046,0.067,0.5,2012-13
DE,14,0.295,0.2,0.385,0.053,0,0,2012-13
Jordan Baker,11,0.135,0.179,0.7140000000000001,0.027999999999999997,0.02,0.25,2012-13
Lorne Jackson,6,0.059000000000000004,0.065,0.667,0,0,NA,2012-13
Jan Maehlen,5,0.222,0.28600000000000003,1,0.25,1,1,2012-13
Atif Russell,4,0.14800000000000002,0.14300000000000002,0.5,0,0,NA,2012-13
Nikolas Skouen,3,0.14300000000000002,0,0,0.053,0,0,2012-13
Manny Ochenje,1,0.16699999999999998,0.33299999999999996,1,0,NA,NA,2012-13
Caleb Willis,1,0,0,NA,0,0,NA,2012-13
Malte Kramer,1,0,0,NA,0.25,NA,0,2012-13
Total,96,0.162,0.174,0.645,0.031,0.022000000000000002,0.263,2012-13
