start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.098,0.5579999999999999,0.366,0.55,0.23199999999999998,0.395,0.402,0.439,2012-13
"Rebound, 11-30 s",0.25,0.45299999999999996,0.23199999999999998,0.505,0.435,0.401,0.33299999999999996,0.324,2012-13
"Opp score, 0-10 s",0.05,0.53,0.214,0.5,0.262,0.455,0.524,0.386,2012-13
"Opp score, 11-30 s",0.39799999999999996,0.44799999999999995,0.231,0.565,0.409,0.319,0.36,0.34600000000000003,2012-13
"Steal, 0-10 s",0.047,0.5770000000000001,0.526,0.61,0.26899999999999996,0.381,0.205,0.5,2012-13
"Steal, 11-30 s",0.035,0.466,0.293,0.529,0.32799999999999996,0.158,0.379,0.455,2012-13
Transition,0.195,0.555,0.365,0.563,0.248,0.40700000000000003,0.387,0.429,2012-13
