name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Ben Bentil,35,0.149,0.134,0.5670000000000001,0.028999999999999998,0.015,0.2,2015-16,Providence
Rodney Bullock,23,0.128,0.10400000000000001,0.526,0.051,0,0,2015-16,Providence
Jalen Lindsey,17,0.348,0.312,0.625,0.053,0.111,1,2015-16,Providence
Kris Dunn,11,0.055,0.039,0.444,0.015,0,0,2015-16,Providence
Junior Lomomba,9,0.14300000000000002,0.125,0.5,0.019,0,0,2015-16,Providence
Ryan Fazekas,6,0.375,0.33299999999999996,0.5,0,0,NA,2015-16,Providence
Drew Edwards,2,0.083,0,0,0,0,NA,2015-16,Providence
Kyron Cartwright,2,0.013999999999999999,0,0,0.013000000000000001,0,0,2015-16,Providence
Quadree Smith,1,0.077,0,0,0,0,NA,2015-16,Providence
Total,106,0.124,0.107,0.522,0.024,0.011000000000000001,0.14300000000000002,2015-16,Providence
