shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.321,0.5720000000000001,0.12300000000000001,0.652,2012-13,GeorgiaTech
2pt Jumpers,0.35100000000000003,0.316,0.1,0.35100000000000003,2012-13,GeorgiaTech
3pt Shots,0.32799999999999996,0.32299999999999995,0.002,0.324,2012-13,GeorgiaTech
