name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mike Aaman,19,0.233,0.237,0.529,0.062,0,0,2012-13
Nikola Malesevic,15,0.128,0.077,0.33299999999999996,0.033,0,0,2012-13
Andre Malone,15,0.297,0.28600000000000003,0.545,0.011000000000000001,0.024,1,2012-13
Jordan Hare,13,0.132,0.14800000000000002,0.8,0.1,0.125,0.33299999999999996,2012-13
Ryan Brooks,7,0.222,0.33299999999999996,0.833,0.071,0.33299999999999996,1,2012-13
T.J. Buchanan,4,0.091,0.062,0.5,0.034,0,0,2012-13
Alwayne Bigby,3,0.133,0.182,1,0.125,0,0,2012-13
Xavier Munford,3,0.02,0.018000000000000002,0.5,0.008,0,0,2012-13
Mike Powell,1,0,0,NA,0,0,NA,2012-13
Total,80,0.121,0.125,0.581,0.024,0.021,0.273,2012-13
