name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Rhamel Brown,46,0.198,0.23600000000000002,0.69,0.2,0.2,0.25,2013-14,Manhattan
Emmy Andujar,30,0.16399999999999998,0.174,0.615,0.16699999999999998,0.14300000000000002,0.25,2013-14,Manhattan
Ashton Pankey,26,0.207,0.156,0.48,0.048,0,0,2013-14,Manhattan
George Beamon,13,0.067,0.06,0.455,0.018000000000000002,0,0,2013-14,Manhattan
Rich Williams,10,0.204,0.17600000000000002,0.6,0,0,NA,2013-14,Manhattan
Donovan Kates,3,0.136,0,0,0,NA,NA,2013-14,Manhattan
Shane Richards,2,0.33299999999999996,0.5,0.5,0,0,NA,2013-14,Manhattan
Rashawn Stores,1,0,0,NA,0,0,NA,2013-14,Manhattan
Tyler Wilson,1,0.024,0.059000000000000004,1,0,0,NA,2013-14,Manhattan
Total,132,0.122,0.13,0.583,0.038,0.024,0.182,2013-14,Manhattan
