shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.469,0.483,0.192,0.599,2013-14,Manhattan
2pt Jumpers,0.253,0.36,0.057,0.382,2013-14,Manhattan
3pt Shots,0.278,0.327,0.022000000000000002,0.33399999999999996,2013-14,Manhattan
