name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Taylor Danaher,27,0.29100000000000004,0.259,0.56,0.040999999999999995,0.045,0.5,2015-16
Gregory Graves,21,0.198,0.267,0.6,0.026000000000000002,0,0,2015-16
Chris Wray,15,0.16699999999999998,0.161,0.643,0.125,0,0,2015-16
Byron Ashe,13,0.078,0.076,0.5,0.027999999999999997,0.077,1,2015-16
Khalid Nwandu,3,0.068,0.048,0.33299999999999996,0,0,NA,2015-16
Lamont Robinson,3,0.028999999999999998,0.043,0.5,0.015,0.036000000000000004,1,2015-16
Elijah Long,2,0.016,0,0,0,0,NA,2015-16
Will Miller,1,0,0,NA,0,0,NA,2015-16
Troy Henderson,1,1,NA,0,0,NA,NA,2015-16
Charles Glover,1,0.043,0,0,0,0,NA,2015-16
Total,87,0.126,0.13699999999999998,0.544,0.022000000000000002,0.03,0.5,2015-16
