name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Edward Daniel,40,0.20600000000000002,0.248,0.8,0.076,0,0,2012-13,MurraySt.
Brandon Garrett,20,0.17600000000000002,0.17600000000000002,0.8,0.106,0.111,0.4,2012-13,MurraySt.
Latreze Mushatt,14,0.34299999999999997,0.368,0.583,0.111,0,0,2012-13,MurraySt.
Stacy Wilson,9,0.099,0.106,0.7140000000000001,0.018000000000000002,0.047,1,2012-13,MurraySt.
Isaiah Canaan,8,0.04,0.054000000000000006,0.75,0.021,0,0,2012-13,MurraySt.
Erik McCree,7,0.33299999999999996,0.364,0.5710000000000001,0,0,NA,2012-13,MurraySt.
Jeffery Moss,2,0.14300000000000002,0.28600000000000003,1,0,0,NA,2012-13,MurraySt.
Dexter Fields,2,0.045,0.091,1,0.111,0.25,1,2012-13,MurraySt.
Zay Henderson,2,0.2,0.125,0.5,0,0,NA,2012-13,MurraySt.
Terron Gillmore,2,0.125,0.16699999999999998,1,0.2,0,0,2012-13,MurraySt.
Tyler Rambo,1,0.111,0.125,1,0,0,NA,2012-13,MurraySt.
C.J. Ford,1,0.053,0,0,0,0,NA,2012-13,MurraySt.
Total,108,0.156,0.18100000000000002,0.7390000000000001,0.042,0.028999999999999998,0.263,2012-13,MurraySt.
