name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Scott Saunders,22,0.11900000000000001,0.10400000000000001,0.55,0.035,0,0,2011-12
Blake Jenkins,22,0.233,0.24600000000000002,0.7,0.077,0.125,0.5,2011-12
Mick Hedgepeth,21,0.091,0.07400000000000001,0.5,0.094,0.059000000000000004,0.2,2011-12
J.J. Mann,12,0.133,0.18600000000000003,0.8,0.047,0.062,0.5,2011-12
Brandon Baker,9,0.26899999999999996,0.125,0.28600000000000003,0.28600000000000003,0,0,2011-12
Trevor Noack,5,0.222,0.182,0.5,0.111,0.25,1,2011-12
Ian Clark,5,0.047,0.049,0.667,0.045,0,0,2011-12
Kerron Johnson,4,0.026000000000000002,0.039,1,0,0,NA,2011-12
Reece Chamberlain,2,0.182,0.33299999999999996,1,0,0,NA,2011-12
Adam Barnes,1,0.026000000000000002,0,0,0,0,NA,2011-12
Drew Hanlen,1,0,0,NA,0,0,NA,2011-12
Chad Lang,1,0.083,0,0,0,0,NA,2011-12
Total,105,0.10300000000000001,0.099,0.602,0.045,0.031,0.25,2011-12
