name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Derek Funderburk,33,0.254,0.27399999999999997,0.7190000000000001,0.024,0.062,1,2018-19,NCState
Torin Dorn,29,0.128,0.10099999999999999,0.462,0.019,0.03,0.667,2018-19,NCState
Wyatt Walker,24,0.233,0.175,0.45799999999999996,0,0,NA,2018-19,NCState
C.J. Bryce,20,0.127,0.125,0.615,0.059000000000000004,0.075,0.5710000000000001,2018-19,NCState
Devon Daniels,14,0.08,0.066,0.5,0.053,0.1,0.6,2018-19,NCState
Eric Lockett,13,0.21600000000000003,0.091,0.25,0.2,0.33299999999999996,0.6,2018-19,NCState
Jericole Hellems,12,0.17600000000000002,0.115,0.33299999999999996,0.047,0.087,0.667,2018-19,NCState
Markell Johnson,9,0.08900000000000001,0.08900000000000001,0.625,0,0,NA,2018-19,NCState
Braxton Beverly,1,0.021,0,0,0,0,NA,2018-19,NCState
Total,155,0.146,0.128,0.527,0.04,0.063,0.625,2018-19,NCState
