name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Malik Brevard,30,0.278,0.273,0.72,0.23800000000000002,0.111,0.2,2019-20
Canberk Kus,21,0.182,0.161,0.5,0.038,0,0,2019-20
J.J. Matthews,21,0.183,0.174,0.6,0.013000000000000001,0.032,1,2019-20
Antwon Jackson,10,0.17,0.14800000000000002,0.5,0.105,0.16699999999999998,0.5,2019-20
Melo Eggleston,8,0.096,0.128,0.7140000000000001,0.022000000000000002,0,0,2019-20
Marquis Eaton,5,0.011000000000000001,0,0,0.025,0.047,0.667,2019-20
Christian Willis,4,0.129,0.2,1,0,0,NA,2019-20
Jerry Johnson,2,0.04,0.062,1,0,0,NA,2019-20
Caleb Fields,2,0.018000000000000002,0,0,0,0,NA,2019-20
Total,103,0.127,0.135,0.616,0.03,0.028999999999999998,0.33299999999999996,2019-20
