name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Bryce Nze,20,0.12300000000000001,0.105,0.579,0.028999999999999998,0,0,2019-20,Butler
Bryce Golden,16,0.133,0.127,0.643,0.040999999999999995,0,0,2019-20,Butler
Sean McDermott,8,0.11900000000000001,0.158,0.857,0.037000000000000005,0,0,2019-20,Butler
Kamar Baldwin,5,0.026000000000000002,0.015,0.33299999999999996,0.005,0.013000000000000001,1,2019-20,Butler
Derrik Smits,4,0.1,0.077,0.5,0.14300000000000002,0,0,2019-20,Butler
Henry Baddley,4,0.067,0.077,1,0.25,0.25,0.33299999999999996,2019-20,Butler
Jordan Tucker,4,0.091,0.14300000000000002,0.667,0,0,NA,2019-20,Butler
Christian David,3,0.273,0.25,0.667,0,NA,NA,2019-20,Butler
John-Michael Mulloy,2,0.25,0,0,NA,NA,NA,2019-20,Butler
Aaron Thompson,1,0,0,NA,0,0,NA,2019-20,Butler
Total,67,0.085,0.084,0.611,0.023,0.012,0.2,2019-20,Butler
