name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tyler Peterson,10,0.048,0.059000000000000004,0.833,0.053,0.083,0.5,2018-19
Stanley Umude,8,0.05,0.057999999999999996,0.8,0.022000000000000002,0.035,0.667,2018-19
Triston Simpson,6,0.04,0.017,0.25,0.013999999999999999,0,0,2018-19
Trey Burch-Manning,4,0.024,0.043,1,0.032,0,0,2018-19
Jay Harvey,3,1,1,1,1,NA,0,2018-19
Logan Power,2,0.071,0.1,1,0.16699999999999998,0.25,1,2018-19
Matt Johns,2,0.11800000000000001,0.111,0.5,0,0,NA,2018-19
Brandon Armstrong,1,0.045,0.083,1,0,0,NA,2018-19
Dan Jech,1,0.111,0.14300000000000002,1,0,0,NA,2018-19
Cody Kelley,1,0,0,NA,0.043,0,0,2018-19
Nathan Robinson,1,0,0,NA,0.14300000000000002,NA,0,2018-19
Total,39,0.045,0.055,0.75,0.033,0.031,0.35700000000000004,2018-19
