shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.41,0.546,0.109,0.613,2016-17
2pt Jumpers,0.27699999999999997,0.345,0.061,0.368,2016-17
3pt Shots,0.313,0.342,0.013999999999999999,0.34700000000000003,2016-17
