shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.40299999999999997,0.529,0.131,0.609,2015-16,Georgetown
2pt Jumpers,0.287,0.317,0.076,0.34299999999999997,2015-16,Georgetown
3pt Shots,0.31,0.349,0.016,0.354,2015-16,Georgetown
