name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Darius Conley,35,0.187,0.16899999999999998,0.517,0.052000000000000005,0.055999999999999994,0.33299999999999996,2011-12
Chris Burke,15,0.146,0.17800000000000002,0.615,0.055999999999999994,0.154,1,2011-12
Yvon Raymond,13,0.085,0.08900000000000001,0.583,0.032,0.125,1,2011-12
Markese Tucker,10,0.16399999999999998,0.162,0.667,0.036000000000000004,0,0,2011-12
Karee Ferguson,7,0.304,0.455,0.7140000000000001,0,0,NA,2011-12
Jack Hill,4,0.136,0.062,0.33299999999999996,0.111,0.33299999999999996,1,2011-12
Gaetano Spera,2,0.25,0,0,0.25,NA,0,2011-12
Blaise Ffrench,2,0.042,0.042,0.5,0,0,NA,2011-12
Chris Prescott,1,0,0,NA,0.017,0,0,2011-12
Mohamed Farih,1,0.5,0.5,1,0,NA,NA,2011-12
Brandon Hall,1,0.019,0,0,0,0,NA,2011-12
Total,91,0.114,0.11900000000000001,0.564,0.027999999999999997,0.042,0.462,2011-12
