shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.35,0.5670000000000001,0.129,0.6509999999999999,2017-18,UNLV
2pt Jumpers,0.331,0.363,0.059000000000000004,0.385,2017-18,UNLV
3pt Shots,0.319,0.35200000000000004,0.004,0.354,2017-18,UNLV
