shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.41600000000000004,0.555,0.073,0.599,2016-17
2pt Jumpers,0.255,0.379,0.027999999999999997,0.39,2016-17
3pt Shots,0.32899999999999996,0.377,0.002,0.377,2016-17
